key,template_x,itemname,value_type,description,application,discovery_rule,template_y,units
sensor.temp.status[icsChassisSensorSlotOperStatus.{#SNMPINDEX}],['Template Net Intel_Qlogic Infiniband SNMPv2'],{#SENSOR_INFO}: Temperature status,3,"MIB: ICS-CHASSIS-MIB
The operational status of the sensor.",Temperature,Temperature Discovery,Template Net Intel_Qlogic Infiniband SNMPv2,
sensor.temp.value[snChasActualTemperature.{#SNMPINDEX}],['Template Net Brocade_Foundry Nonstackable SNMPv2'],Temperature,0,"MIB: FOUNDRY-SN-AGENT-MIB
Temperature of the chassis. Each unit is 0.5 degrees Celcius.
Only management module built with temperature sensor hardware is applicable.
For those non-applicable management module, it returns no-such-name.",Temperature,Temperature Discovery Chassis,Template Net Brocade_Foundry Nonstackable SNMPv2,°C
sensor.temp.value[entPhySensorValue.{#SNMPINDEX}],['Template Net HP Enterprise Switch SNMPv2'],{#SENSOR_INFO}: Temperature,0,"MIB: ENTITY-SENSORS-MIB
The most recent measurement obtained by the agent for this sensor.
To correctly interpret the value of this object, the associated entPhySensorType,
entPhySensorScale, and entPhySensorPrecision objects must also be examined.",Temperature,Temperature Discovery,Template Net HP Enterprise Switch SNMPv2,°C
sensor.temp.status[hpicfSensorStatus.{#SNMPINDEX}],['Template Net HP Enterprise Switch SNMPv2'],{#ENT_DESCR}: Temperature status,3,"MIB: HP-ICF-CHASSIS
Actual status indicated by the sensor: {#ENT_DESCR}",Temperature,Temp Status Discovery,Template Net HP Enterprise Switch SNMPv2,
sensor.temp.status[cpqHeThermalCondition.0],['Template Server HP iLO SNMPv2'],System: Temperature status,3,"MIB: CPQHLTH-MIB
This value specifies the overall condition of the system's thermal environment.
This value will be one of the following:
other(1)  Temperature could not be determined.
ok(2)  The temperature sensor is within normal operating range.
degraded(3)  The temperature sensor is outside of normal operating range.
failed(4)  The temperature sensor detects a condition that could  permanently damage the system.",Temperature,,Template Server HP iLO SNMPv2,
sensor.temp.value[mtxrHlProcessorTemperature.{#SNMPINDEX}],['Template Net Mikrotik SNMPv2'],CPU: Temperature,0,"MIB: MIKROTIK-MIB
(mtxrHlProcessorTemperature) Processor temperature in Celsius (degrees C). Might be missing in entry models (RB750, RB450G..)",Temperature,Temperature Discovery CPU,Template Net Mikrotik SNMPv2,°C
sensor.temp.value[mySystemTemperatureCurrent.{#SNMPINDEX}],['Template Net D-Link DES 7200 SNMPv2'],{#SNMPVALUE}: Temperature,0,"MIB: MY-SYSTEM-MIB
Return the current temperature of the FastSwitch.The temperature display is not supported for the current temperature returns to 0.",Temperature,Temperature Discovery,Template Net D-Link DES 7200 SNMPv2,°C
sensor.temp.status[entPhySensorOperStatus.{#SNMPINDEX}],"['Template Net Mellanox SNMPv2', 'Template Net Arista SNMPv2']",{#SENSOR_INFO}: Temperature status,3,"MIB: ENTITY-SENSORS-MIB
The operational status of the sensor {#SENSOR_INFO}",Temperature,Temperature Discovery,Template Net Mellanox SNMPv2,
sensor.temp.value[hwEntityTemperature.{#SNMPINDEX}],['Template Net Huawei VRP SNMPv2'],{#ENT_NAME}: Temperature,0,"MIB: HUAWEI-ENTITY-EXTENT-MIB
The temperature for the {#SNMPVALUE}.",Temperature,MPU Discovery,Template Net Huawei VRP SNMPv2,°C
sensor.temp.value[jnxOperatingTemp.{#SNMPINDEX}],['Template Net Juniper SNMPv2'],{#SENSOR_INFO}: Temperature,0,"MIB: JUNIPER-MIB
The temperature in Celsius (degrees C) of {#SENSOR_INFO}",Temperature,Temperature discovery,Template Net Juniper SNMPv2,°C
sensor.temp.status[ciscoEnvMonTemperatureState.{#SNMPINDEX}],['Template Module Cisco CISCO-ENVMON-MIB SNMPv2'],{#SNMPVALUE}: Temperature status,3,"MIB: CISCO-ENVMON-MIB
The current state of the test point being instrumented.",Temperature,Temperature Discovery,Template Module Cisco CISCO-ENVMON-MIB SNMPv2,
sensor.temp.value[swTemperatureCurrent.{#SNMPINDEX}],['Template Net D-Link DES_DGS Switch SNMPv2'],#{#SNMPVALUE}: Temperature,0,"MIB: EQUIPMENT-MIB
The shelf current temperature.",Temperature,Temperature Discovery,Template Net D-Link DES_DGS Switch SNMPv2,°C
sensor.temp.value[snAgentTempValue.{#SNMPINDEX}],['Template Net Brocade_Foundry Nonstackable SNMPv2'],{#SENSOR_DESCR}: Temperature,0,"MIB: FOUNDRY-SN-AGENT-MIB
Temperature of the sensor represented by this row. Each unit is 0.5 degrees Celsius.",Temperature,Temperature Discovery,Template Net Brocade_Foundry Nonstackable SNMPv2,°C
sensor.temp.value[cpqHeTemperatureCelsius.CPU.{#SNMPINDEX}],['Template Server HP iLO SNMPv2'],CPU-{#SNMPINDEX}: Temperature,0,"MIB: CPQHLTH-MIB
Temperature readings of testpoint: CPU-{#SNMPINDEX}",Temperature,Temperature Discovery CPU,Template Server HP iLO SNMPv2,°C
sensor.temp.locale[cpqHeTemperatureLocale.{#SNMPINDEX}],['Template Server HP iLO SNMPv2'],{#SNMPINDEX}: Temperature sensor location,3,"MIB: CPQHLTH-MIB
This specifies the location of the temperature sensor present in the system.",Temperature,Temperature Discovery,Template Server HP iLO SNMPv2,
sensor.temp.value[cpqHeTemperatureCelsius.Ambient.{#SNMPINDEX}],['Template Server HP iLO SNMPv2'],Ambient: Temperature,0,"MIB: CPQHLTH-MIB
Temperature readings of testpoint: Ambient",Temperature,Temperature Discovery Ambient,Template Server HP iLO SNMPv2,°C
sensor.temp.value[tmnxHwTemperature.{#SNMPINDEX}],['Template Net Alcatel Timetra TiMOS SNMPv2'],{#SNMPVALUE}: Temperature,0,"MIB: TIMETRA-SYSTEM-MIB
The current temperature reading in degrees celsius from this hardware component's temperature sensor.  If this component does not contain a temperature sensor, then the value -1 is returned.",Temperature,Temperature Discovery,Template Net Alcatel Timetra TiMOS SNMPv2,°C
sensor.temp.status[temperatureProbeStatus.CPU.{#SNMPINDEX}],['Template Server Dell iDRAC SNMPv2'],{#SENSOR_LOCALE}: Temperature status,3,"MIB: IDRAC-MIB-SMIv2
0700.0020.0001.0005 This attribute defines the probe status of the temperature probe.",Temperature,Temperature CPU Discovery,Template Server Dell iDRAC SNMPv2,
sensor.temp.status[temperatureProbeStatus.Ambient.{#SNMPINDEX}],['Template Server Dell iDRAC SNMPv2'],{#SENSOR_LOCALE}: Temperature status,3,"MIB: IDRAC-MIB-SMIv2
0700.0020.0001.0005 This attribute defines the probe status of the temperature probe.",Temperature,Temperature Ambient Discovery,Template Server Dell iDRAC SNMPv2,
sensor.temp.value[cpqHeTemperatureCelsius.PSU.{#SNMPINDEX}],['Template Server HP iLO SNMPv2'],PSU-{#SNMPINDEX}: Temperature,0,"MIB: CPQHLTH-MIB
Temperature readings of testpoint: PSU-{#SNMPINDEX}",Temperature,Temperature Discovery PSU,Template Server HP iLO SNMPv2,°C
front_panel_temp,['Template Server Intel SR1630 IPMI'],Front Panel Temp,0,,Temperature,,Template Server Intel SR1630 IPMI,C
sensor.temp.value[cpqHeTemperatureCelsius.System.{#SNMPINDEX}],['Template Server HP iLO SNMPv2'],System-{#SNMPINDEX}: Temperature,0,"MIB: CPQHLTH-MIB
Temperature readings of testpoint: System-{#SNMPINDEX}",Temperature,Temperature Discovery System,Template Server HP iLO SNMPv2,°C
sensor.temp.value[tempReading.Ambient.{#SNMPINDEX}],"['Template Server IBM IMM SNMPv1', 'Template Server IBM IMM SNMPv2']",Ambient: Temperature,0,"MIB: IMM-MIB
Temperature readings of testpoint: Ambient",Temperature,Temperature Discovery Ambient,Template Server IBM IMM SNMPv1,°C
sensor.temp.value[tempReading.CPU.{#SNMPINDEX}],"['Template Server IBM IMM SNMPv1', 'Template Server IBM IMM SNMPv2']",CPU: Temperature,0,"MIB: IMM-MIB
Temperature readings of testpoint: CPU",Temperature,Temperature Discovery CPU,Template Server IBM IMM SNMPv1,°C
sensor.temp.value[tempReading.{#SNMPINDEX}],"['Template Server IBM IMM SNMPv1', 'Template Server IBM IMM SNMPv2']",{#SNMPVALUE}: Temperature,0,"MIB: IMM-MIB
Temperature readings of testpoint: {#SNMPVALUE}",Temperature,Temperature Discovery,Template Server IBM IMM SNMPv1,°C
baseboard_temp,['Template Server Intel SR1630 IPMI'],Baseboard Temp,0,,Temperature,,Template Server Intel SR1630 IPMI,C
sensor.temp.status[swSensorStatus.{#SNMPINDEX}],['Template Net Brocade FC SNMPv2'],{#SENSOR_INFO}: Temperature status,3,"MIB: SW-MIB
Temperature status of testpoint: {#SENSOR_INFO}",Temperature,Temperature Discovery,Template Net Brocade FC SNMPv2,
sensor.temp.status[extremeOverTemperatureAlarm.0],['Template Net Extreme EXOS SNMPv2'],Device: Temperature status,3,"MIB: EXTREME-SYSTEM-MIB
Temperature status of testpoint: Device",Temperature,,Template Net Extreme EXOS SNMPv2,
sensor.temp.value[extremeCurrentTemperature.0],['Template Net Extreme EXOS SNMPv2'],Device: Temperature,0,"MIB: EXTREME-SYSTEM-MIB
Temperature readings of testpoint: Device
Reference: https://gtacknowledge.extremenetworks.com/articles/Q_A/Does-EXOS-support-temperature-polling-via-SNMP-on-all-nodes-in-a-stack",Temperature,,Template Net Extreme EXOS SNMPv2,°C
sensor.temp.value[mtxrHlTemperature],['Template Net Mikrotik SNMPv2'],Device: Temperature,0,"MIB: MIKROTIK-MIB
(mtxrHlTemperature) Device temperature in Celsius (degrees C). Might be missing in entry models (RB750, RB450G..)
Reference: http://wiki.mikrotik.com/wiki/Manual:SNMP",Temperature,,Template Net Mikrotik SNMPv2,°C
sensor.temp.value[chStackUnitTemp.{#SNMPINDEX}],['Template Net Dell Force S-Series SNMPv2'],Device {#SNMPVALUE}: Temperature,0,"MIB: F10-S-SERIES-CHASSIS-MIB
The temperature of the unit.",Temperature,Stack Unit Discovery,Template Net Dell Force S-Series SNMPv2,°C
sensor.temp.value[sensorReading.{#SNMPINDEX}],['Template Server Supermicro Aten SNMPv2'],{#SENSOR_DESCR}: Temperature,0,"MIB: ATEN-IPMI-MIB
A textual string containing information about the interface.
This string should include the name of the manufacturer, the product name and the version of the interface hardware/software.",Temperature,Temperature Discovery,Template Server Supermicro Aten SNMPv2,°C
sensor.temp.value[cpqHeTemperatureCelsius.Memory.{#SNMPINDEX}],['Template Server HP iLO SNMPv2'],Memory-{#SNMPINDEX}: Temperature,0,"MIB: CPQHLTH-MIB
Temperature readings of testpoint: Memory-{#SNMPINDEX}",Temperature,Temperature Discovery Memory,Template Server HP iLO SNMPv2,°C
"jmx[""java.lang:type=Threading"",TotalStartedThreadCount]",['Template App Generic Java JMX'],th Total Started Thread Count,3,,Threads,,Template App Generic Java JMX,
"jmx[""java.lang:type=Threading"",ThreadCount]",['Template App Generic Java JMX'],th Thread Count,3,,Threads,,Template App Generic Java JMX,
"jmx[""java.lang:type=Threading"",PeakThreadCount]",['Template App Generic Java JMX'],th Peak Thread Count,3,,Threads,,Template App Generic Java JMX,
"jmx[""java.lang:type=Threading"",DaemonThreadCount]",['Template App Generic Java JMX'],th Daemon Thread Count,3,,Threads,,Template App Generic Java JMX,
"jmx[""Catalina:type=Server"",serverInfo]",['Template App Apache Tomcat JMX'],Tomcat version,1,,Tomcat,,Template App Apache Tomcat JMX,
system.hw.virtualdisk.layout[virtualDiskLayout.{#SNMPINDEX}],['Template Server Dell iDRAC SNMPv2'],Disk {#SNMPVALUE}({#DISK_NAME}): Layout type,3,"MIB: IDRAC-MIB-SMIv2
The virtual disk's RAID type.
Possible values:
1: Not one of the following
2: RAID-0
3: RAID-1
4: RAID-5
5: RAID-6
6: RAID-10
7: RAID-50
8: RAID-60
9: Concatenated RAID 1
10: Concatenated RAID 5",Virtual disks,Virtual Disk Discovery,Template Server Dell iDRAC SNMPv2,
system.hw.virtualdisk.layout[cpqDaLogDrvFaultTol.{#SNMPINDEX}],['Template Server HP iLO SNMPv2'],Disk {#SNMPINDEX}({#DISK_NAME}): Layout type,3,"Logical Drive Fault Tolerance.
This shows the fault tolerance mode of the logical drive.",Virtual disks,Virtual Disk Discovery,Template Server HP iLO SNMPv2,
processor_vcc,['Template Server Intel SR1530 IPMI'],Processor Vcc,0,,Voltage,,Template Server Intel SR1530 IPMI,V
bb_1.05v_pch,['Template Server Intel SR1630 IPMI'],BB +1.05V PCH,0,,Voltage,,Template Server Intel SR1630 IPMI,V
bb_5.0v,"['Template Server Intel SR1530 IPMI', 'Template Server Intel SR1630 IPMI']",BB +5.0V,0,,Voltage,,Template Server Intel SR1530 IPMI,V
bb_3.3v_stby,"['Template Server Intel SR1530 IPMI', 'Template Server Intel SR1630 IPMI']",BB +3.3V STBY,0,,Voltage,,Template Server Intel SR1530 IPMI,V
bb_3.3v,"['Template Server Intel SR1530 IPMI', 'Template Server Intel SR1630 IPMI']",BB +3.3V,0,,Voltage,,Template Server Intel SR1530 IPMI,V
bb_1.8v_sm,['Template Server Intel SR1530 IPMI'],BB +1.8V SM,0,,Voltage,,Template Server Intel SR1530 IPMI,V
power,"['Template Server Intel SR1530 IPMI', 'Template Server Intel SR1630 IPMI']",Power,3,,Voltage,,Template Server Intel SR1530 IPMI,
bb_1.1v_p1_vccp,['Template Server Intel SR1630 IPMI'],BB +1.1V P1 Vccp,0,,Voltage,,Template Server Intel SR1630 IPMI,V
bb_1.5v_p1_ddr3,['Template Server Intel SR1630 IPMI'],BB +1.5V P1 DDR3,0,,Voltage,,Template Server Intel SR1630 IPMI,V
agent.hostname,"['Template App Zabbix Agent', 'Template OS Linux APM']",Host name of zabbix_agentd running,1,,Zabbix agent,,Template App Zabbix Agent,
agent.version,"['Template OS Linux APM', 'Template App Zabbix Agent']",Version of zabbix_agent(d) running,1,,Zabbix agent,,Template OS Linux APM,
agent.ping,"['Template OS Linux APM', 'Template App Zabbix Agent']",Agent ping,3,The agent always returns 1 for this item. It could be used in combination with nodata() for availability check.,Zabbix agent,,Template OS Linux APM,
"zabbix[process,discoverer,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of discoverer data collector processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[wcache,values,not supported]","['Template App Zabbix Proxy', 'Template App Zabbix Server']",Number of processed not supported values per second,0,,Zabbix proxy,,Template App Zabbix Proxy,
"zabbix[wcache,values]","['Template App Zabbix Proxy', 'Template App Zabbix Server']",Number of processed values per second,0,,Zabbix proxy,,Template App Zabbix Proxy,
"zabbix[wcache,values,uint]","['Template App Zabbix Proxy', 'Template App Zabbix Server']",Number of processed numeric (unsigned) values per second,0,,Zabbix proxy,,Template App Zabbix Proxy,
"zabbix[wcache,values,text]","['Template App Zabbix Proxy', 'Template App Zabbix Server']",Number of processed text values per second,0,,Zabbix proxy,,Template App Zabbix Proxy,
"zabbix[wcache,values,str]","['Template App Zabbix Proxy', 'Template App Zabbix Server']",Number of processed character values per second,0,,Zabbix proxy,,Template App Zabbix Proxy,
"zabbix[wcache,values,log]","['Template App Zabbix Proxy', 'Template App Zabbix Server']",Number of processed log values per second,0,,Zabbix proxy,,Template App Zabbix Proxy,
"zabbix[wcache,values,float]","['Template App Zabbix Proxy', 'Template App Zabbix Server']",Number of processed numeric (float) values per second,0,,Zabbix proxy,,Template App Zabbix Proxy,
"zabbix[wcache,index,pused]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Zabbix history index cache, % used",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[wcache,history,pused]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Zabbix history write cache, % used",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[vmware,buffer,pused]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Zabbix vmware cache, % used",0,,Zabbix proxy,,Template App Zabbix Proxy,
"zabbix[rcache,buffer,pused]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Zabbix configuration cache, % used",0,,Zabbix proxy,,Template App Zabbix Proxy,%
zabbix[queue],"['Template App Zabbix Proxy', 'Template App Zabbix Server']",Zabbix queue,3,,Zabbix proxy,,Template App Zabbix Proxy,
"zabbix[process,vmware collector,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of vmware data collector processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,
"zabbix[process,unreachable poller,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of unreachable poller data collector processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[process,trapper,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of trapper data collector processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[queue,10m]","['Template App Zabbix Proxy', 'Template App Zabbix Server']",Zabbix queue over 10 minutes,3,,Zabbix proxy,,Template App Zabbix Proxy,
"zabbix[process,snmp trapper,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of snmp trapper data collector processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[process,configuration syncer,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of configuration syncer internal processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[process,data sender,avg,busy]",['Template App Zabbix Proxy'],"Utilization of data sender internal processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[process,heartbeat sender,avg,busy]",['Template App Zabbix Proxy'],"Utilization of heartbeat sender internal processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[process,task manager,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of task manager internal processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[process,housekeeper,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of housekeeper internal processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[process,http poller,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of http poller data collector processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[process,history syncer,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of history syncer internal processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[process,ipmi manager,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of ipmi manager internal processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[process,ipmi poller,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of ipmi poller data collector processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[process,java poller,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of java poller data collector processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[process,poller,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of poller data collector processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[process,self-monitoring,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of self-monitoring internal processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
"zabbix[process,icmp pinger,avg,busy]","['Template App Zabbix Proxy', 'Template App Zabbix Server']","Utilization of icmp pinger data collector processes, in %",0,,Zabbix proxy,,Template App Zabbix Proxy,%
zabbix[preprocessing_queue],['Template App Zabbix Server'],Zabbix preprocessing queue,3,Count of values enqueued in the preprocessing queue.,Zabbix server,,Template App Zabbix Server,
"zabbix[process,alert manager,avg,busy]",['Template App Zabbix Server'],"Utilization of alert manager internal processes, in %",0,,Zabbix server,,Template App Zabbix Server,%
"zabbix[process,escalator,avg,busy]",['Template App Zabbix Server'],"Utilization of escalator internal processes, in %",0,,Zabbix server,,Template App Zabbix Server,%
"zabbix[process,alerter,avg,busy]",['Template App Zabbix Server'],"Utilization of alerter internal processes, in %",0,,Zabbix server,,Template App Zabbix Server,%
"zabbix[vcache,cache,hits]",['Template App Zabbix Server'],Zabbix value cache hits,0,,Zabbix server,,Template App Zabbix Server,vps
"zabbix[vcache,cache,misses]",['Template App Zabbix Server'],Zabbix value cache misses,0,,Zabbix server,,Template App Zabbix Server,vps
"zabbix[vcache,cache,mode]",['Template App Zabbix Server'],Zabbix value cache operating mode,3,,Zabbix server,,Template App Zabbix Server,
"zabbix[vcache,buffer,pused]",['Template App Zabbix Server'],"Zabbix value cache, % used",0,,Zabbix server,,Template App Zabbix Server,%
"zabbix[wcache,trend,pused]",['Template App Zabbix Server'],"Zabbix trend write cache, % used",0,,Zabbix server,,Template App Zabbix Server,%
"zabbix[process,preprocessing manager,avg,busy]",['Template App Zabbix Server'],"Utilization of preprocessing manager internal processes, in %",0,,Zabbix server,,Template App Zabbix Server,%
"zabbix[process,preprocessing worker,avg,busy]",['Template App Zabbix Server'],"Utilization of preprocessing worker internal processes, in %",0,,Zabbix server,,Template App Zabbix Server,%
"zabbix[process,proxy poller,avg,busy]",['Template App Zabbix Server'],"Utilization of proxy poller data collector processes, in %",0,,Zabbix server,,Template App Zabbix Server,%
"zabbix[process,timer,avg,busy]",['Template App Zabbix Server'],"Utilization of timer internal processes, in %",0,,Zabbix server,,Template App Zabbix Server,%
"jmx[""Catalina:type=GlobalRequestProcessor,name=http-8080"",requestCount]",['Template App Apache Tomcat JMX'],http-8080 requests per second,0,,http-8080,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=GlobalRequestProcessor,name=http-8080"",processingTime]",['Template App Apache Tomcat JMX'],http-8080 request processing time,0,,http-8080,,Template App Apache Tomcat JMX,s
"jmx[""Catalina:type=ThreadPool,name=http-8080"",currentThreadsBusy]",['Template App Apache Tomcat JMX'],http-8080 threads busy,3,,http-8080,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=ThreadPool,name=http-8080"",currentThreadCount]",['Template App Apache Tomcat JMX'],http-8080 threads allocated,3,,http-8080,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=GlobalRequestProcessor,name=http-8080"",errorCount]",['Template App Apache Tomcat JMX'],http-8080 errors per second,0,,http-8080,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=GlobalRequestProcessor,name=http-8080"",bytesSent]",['Template App Apache Tomcat JMX'],http-8080 bytes sent per second,0,,http-8080,,Template App Apache Tomcat JMX,B
"jmx[""Catalina:type=ProtocolHandler,port=8080"",compression]",['Template App Apache Tomcat JMX'],http-8080 gzip compression,1,,http-8080,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=ThreadPool,name=http-8080"",maxThreads]",['Template App Apache Tomcat JMX'],http-8080 threads max,3,,http-8080,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=GlobalRequestProcessor,name=http-8080"",bytesReceived]",['Template App Apache Tomcat JMX'],http-8080 bytes received per second,0,,http-8080,,Template App Apache Tomcat JMX,B
"jmx[""Catalina:type=ThreadPool,name=http-8443"",maxThreads]",['Template App Apache Tomcat JMX'],http-8443 threads max,3,,http-8443,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=ThreadPool,name=http-8443"",currentThreadsBusy]",['Template App Apache Tomcat JMX'],http-8443 threads busy,3,,http-8443,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=GlobalRequestProcessor,name=http-8443"",bytesReceived]",['Template App Apache Tomcat JMX'],http-8443 bytes received per second,0,,http-8443,,Template App Apache Tomcat JMX,B
"jmx[""Catalina:type=GlobalRequestProcessor,name=http-8443"", bytesSent]",['Template App Apache Tomcat JMX'],http-8443 bytes sent per second,0,,http-8443,,Template App Apache Tomcat JMX,B
"jmx[""Catalina:type=GlobalRequestProcessor,name=http-8443"",errorCount]",['Template App Apache Tomcat JMX'],http-8443 errors per second,0,,http-8443,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=GlobalRequestProcessor,name=http-8443"",processingTime]",['Template App Apache Tomcat JMX'],http-8443 request processing time,0,,http-8443,,Template App Apache Tomcat JMX,s
"jmx[""Catalina:type=GlobalRequestProcessor,name=http-8443"",requestCount]",['Template App Apache Tomcat JMX'],http-8443 requests per second,0,,http-8443,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=ProtocolHandler,port=8443"",compression]",['Template App Apache Tomcat JMX'],http-8443 gzip compression,1,,http-8443,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=ThreadPool,name=http-8443"",currentThreadCount]",['Template App Apache Tomcat JMX'],http-8443 threads allocated,3,,http-8443,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=ThreadPool,name=jk-8009"",currentThreadCount]",['Template App Apache Tomcat JMX'],jk-8009 threads allocated,3,,jk-8009,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=ThreadPool,name=jk-8009"",currentThreadsBusy]",['Template App Apache Tomcat JMX'],jk-8009 threads busy,3,,jk-8009,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=GlobalRequestProcessor,name=jk-8009"",processingTime]",['Template App Apache Tomcat JMX'],jk-8009 request processing time,0,,jk-8009,,Template App Apache Tomcat JMX,s
"jmx[""Catalina:type=GlobalRequestProcessor,name=jk-8009"",errorCount]",['Template App Apache Tomcat JMX'],jk-8009 errors per second,0,,jk-8009,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=GlobalRequestProcessor,name=jk-8009"",bytesSent]",['Template App Apache Tomcat JMX'],jk-8009 bytes sent per second,0,,jk-8009,,Template App Apache Tomcat JMX,B
"jmx[""Catalina:type=GlobalRequestProcessor,name=jk-8009"", bytesReceived]",['Template App Apache Tomcat JMX'],jk-8009 bytes received per second,0,,jk-8009,,Template App Apache Tomcat JMX,B
"jmx[""Catalina:type=ThreadPool,name=jk-8009"",maxThreads]",['Template App Apache Tomcat JMX'],jk-8009 threads max,3,,jk-8009,,Template App Apache Tomcat JMX,
"jmx[""Catalina:type=GlobalRequestProcessor,name=jk-8009"",requestCount]",['Template App Apache Tomcat JMX'],jk-8009 requests per second,0,,jk-8009,,Template App Apache Tomcat JMX,
check_mem[mem_total],['Template OpenStack OS Linux'],ops_mem_total,3,,mem_info,,Template OpenStack OS Linux,G
check_mem[mem_used],['Template OpenStack OS Linux'],ops_mem_used,3,,mem_info,,Template OpenStack OS Linux,G
vmx_mem,['Template OpenStack OS Linux'],ops_vms_used,3,,mem_info,,Template OpenStack OS Linux,G
"disk.size[{#CINDERNAME},size]",['Template OpsDB Storage  info'],OpscDB storage Assigned volume {{#CINDERNAME}},0,,volume,OpsdbStorage,Template OpsDB Storage  info,G
disk.total.size[tpool],['Template OpsDB Storage  info'],OpscDB storage total,0,,volume,,Template OpsDB Storage  info,T
